id,article_id,domain,repository,hash_dir1,hash_dir2,commit,notebooks_count,setups_count,requirements_count,notebooks,setups,requirements,processed,pipfiles_count,pipfile_locks_count,pipfiles,pipfile_locks
2274,1406,github.com,lhqing/omb,35,e69d8e8463a093dc00ff15a3364c5aaf5cad2c,3476a6c377dbac621e6328004d6fd73f7b7c4fbb,3,1,0,omb/Data/Dataset/plotly.ipynb;omb/Data/Dataset/prepare_gene_rate_for_browser.ipynb;omb/Data/Dataset/test_dataset.ipynb,setup.py,"",8321,0,0,"",""
2275,1407,github.com,FunctionLab/ExPecto,7e,4b02c5b294a368cb8072d890f7efe976bf3ff4,86365c82d6e6dd5435f6c79f538601b11d3d675c,0,0,1,"","",requirements.txt,8329,0,0,"",""
2276,1407,github.com,deepmind/deepmind-research,3e,4fc238be2e9cd81dba9577fa81b73290dffedf,cb555c241b20c661a3e46e5d1eb722a0a8b0e8f4,37,10,41,polygen/training.ipynb;polygen/sample-pretrained.ipynb;visr/VISR_ICLR2020.ipynb;causal_reasoning/Causal_Reasoning_in_Probability_Trees.ipynb;nfnets/nfnet_demo_colab.ipynb;continual_learning/encoders_and_ensembles.ipynb;rl_unplugged/atari_dqn.ipynb;rl_unplugged/dmlab_r2d2.ipynb;rl_unplugged/rwrl_d4pg.ipynb;rl_unplugged/bsuite.ipynb;rl_unplugged/dm_control_suite_crr.ipynb;rl_unplugged/dm_control_suite_d4pg.ipynb;ode_gan/odegan_mog16.ipynb;powerpropagation/powerpropagation.ipynb;PrediNet/PrediNet.ipynb;ensemble_loss_landscape/cifar10_medium_cnn_experiments.ipynb;side_effects_penalties/plot_results.ipynb;iodine/Eval.ipynb;gated_linear_networks/colabs/dendritic_gated_network.ipynb;transporter/transporter_example.ipynb;cmtouch/CMTouch_Dataset_Visulization.ipynb;enformer/enformer-training.ipynb;enformer/enformer-usage.ipynb;himo/himo_example.ipynb;functional_regularisation_for_continual_learning/frcl.ipynb;perceiver/colabs/optical_flow.ipynb;perceiver/colabs/video_autoencoding.ipynb;perceiver/colabs/masked_language_modelling.ipynb;perceiver/colabs/imagenet_classification.ipynb;affordances_theory/AffordancesInDiscreteEnvironment.ipynb;affordances_theory/AffordancesInContinuousEnvironment.ipynb;graph_matching_networks/graph_matching_networks.ipynb;option_keyboard/gpe_gpi_experiments/generate_figures.ipynb;nowcasting/Open_sourced_dataset_and_model_snapshot_for_precipitation_nowcasting.ipynb;noisy_label/noisy_label_datasets_and_rater_features.ipynb;memo/load_memo_data.ipynb;hierarchical_probabilistic_unet/HPU_Net.ipynb,polygen/setup.py;physics_inspired_models/setup.py;geomancer/setup.py;wikigraphs/setup.py;byol/setup.py;box_arrangement/setup.py;catch_carry/setup.py;kfac_ferminet_alpha/setup.py;density_functional_approximation_dm21/setup.py;hierarchical_probabilistic_unet/setup.py,galaxy_mergers/requirements.txt;meshgraphnets/requirements.txt;physics_inspired_models/requirements.txt;sketchy/requirements.txt;mmv/requirements.txt;learning_to_simulate/requirements.txt;wikigraphs/requirements.txt;nfnets/requirements.txt;cs_gan/requirements.txt;byol/requirements.txt;rl_unplugged/requirements.txt;side_effects_penalties/requirements.txt;iodine/requirements.txt;counterfactual_fairness/requirements.txt;synthetic_returns/requirements.txt;gated_linear_networks/requirements.txt;transporter/requirements.txt;enformer/requirements.txt;kfac_ferminet_alpha/requirements.txt;alphafold_casp13/requirements.txt;unsupervised_adversarial_training/requirements.txt;rapid_task_solving/requirements.txt;perceiver/requirements.txt;affordances_theory/requirements.txt;tandem_dqn/requirements.txt;adversarial_robustness/requirements.txt;graph_matching_networks/requirements.txt;fusion_tcv/requirements.txt;glassy_dynamics/requirements.txt;ogb_lsc/mag/requirements.txt;ogb_lsc/pcq/requirements.txt;scratchgan/requirements.txt;option_keyboard/requirements.txt;physics_planning_games/requirements.txt;hierarchical_transformer_memory/requirements.txt;tvt/requirements.txt;avae/requirements.txt;object_attention_for_reasoning/requirements.txt;curl/requirements.txt;density_functional_approximation_dm21/requirements.txt;unrestricted_advx/requirements.txt,8321,0,0,"",""
2277,1407,github.com,calico/basenji,a3,87c133b2bf473e1a4c91ba584f32db2954c251,a33e4394efe0be6e2e2f90e62ec9016c7ea4056c,11,1,1,tutorials/train_test.ipynb;tutorials/sat_mut.ipynb;tutorials/preprocess.ipynb;tutorials/sad.ipynb;tutorials/archive/genes.ipynb;manuscripts/akita/explore_model.ipynb;manuscripts/akita/tutorial.ipynb;jupyter/basenji_sad_viz.ipynb;jupyter/saluki_data.ipynb;jupyter/basenji_sat_vcf_viz.ipynb;tests/test_sad_debug.ipynb,setup.py,requirements.txt,8321,0,0,"",""
2278,1409,github.com,dtamayo/spock,22,d8b170c2aa1b018a6f026cfd3e756e91e84937,0438e0aaabf6f0e7e1aad93c7f069e4f57bf9581,15,1,0,jupyter_examples/QuickStart.ipynb;jupyter_examples/ComparingToNbody.ipynb;jupyter_examples/GridOfStabilityPredictions.ipynb;run_integrations/whfastias15comparison.ipynb;generate_training_data/reproducibility.ipynb;paper_plots/fig5.ipynb;paper_plots/fig8.ipynb;paper_plots/fig3.ipynb;paper_plots/fig4.ipynb;paper_plots/fig2.ipynb;paper_plots/pr.ipynb;paper_plots/fig6.ipynb;paper_plots/fig7.ipynb;train_models/train_spock.ipynb;train_models/train_comparison_models.ipynb,setup.py,"",8321,0,0,"",""
2279,1409,github.com,MilesCranmer/bnn_chaos_model,2b,0a44f5b42a0c3e447948baca137579f164523b,92a35cd2f7c93607eb18d4b09f551620af2dc77a,0,0,0,"","","",8329,0,0,"",""
2280,1409,github.com,hyperopt/hyperopt,5a,410640b8572f64180ab13988666ba4255ac557,6c5b33be93a71a4ae6a38f04a29b18020b78b702,3,1,0,"tutorial/02.MultipleParameterTutorial.ipynb;tutorial/01.BasicTutorial.ipynb;tutorial/Partial-sampling in hyperopt.ipynb",setup.py,"",8321,0,0,"",""
2281,1409,github.com,PyTorchLightning/pytorch-lightning,6f,55128d6ac14e65998f580b8f2e94df62145723,e87dcb3804a2d03a211659a687fcb3a723e6aabc,1,6,22,examples/pytorch/bug_report/bug_report_model.ipynb,setup.py;src/lightning/pytorch/trainer/setup.py;src/lightning/app/cli/component-template/setup.py;src/lightning/app/cli/app-template/setup.py;src/lightning/app/cli/pl-app-template/setup.py;tests/tests_app/components/sample_package_repo/setup.py,requirements.txt;examples/app/layout/requirements.txt;examples/app/justpy/requirements.txt;examples/app/dag/requirements.txt;examples/app/works_on_default_machine/requirements.txt;examples/app/multi_node/requirements.txt;examples/app/hpo/requirements.txt;examples/app/template_streamlit_ui/requirements.txt;examples/app/v0/requirements.txt;examples/app/components/serve/gradio/requirements.txt;examples/app/pickle_or_not/requirements.txt;examples/fabric/reinforcement_learning/requirements.txt;src/lightning/app/cli/component-template/requirements.txt;src/lightning/app/cli/component-template/tests/requirements.txt;src/lightning/app/cli/app-template/requirements.txt;src/lightning/app/cli/app-template/tests/requirements.txt;.actions/requirements.txt;docs/source-app/code_samples/convert_pl_to_app/requirements.txt;tests/tests_app/utilities/packaging/projects/requirements.txt;tests/tests_app/utilities/packaging/projects/req/comp_req/a/requirements.txt;tests/legacy/requirements.txt;tests/integrations_app/apps/collect_failures/requirements.txt,8321,0,0,"",""
2282,1412,github.com,Tarekro/AutoPy2Fpga,02,8c11f94292361586efaf05d0a5abaced5aec2b,1f46543c1ebe7ac3ea25e09d692084afa7dc1d37,0,0,0,"","","",8329,0,0,"",""
2283,1414,github.com,JupitersMight/DI2,9c,3292d6535af2437934922f51e9509acb97f38a,05a28412b91c1acbbee4b35160a1a20aa40f85c2,1,1,0,RunExample.ipynb,setup.py,"",8321,0,0,"",""
2284,1415,github.com,LabTrivedi/MOrgAna,bb,28de1321ced57a02a41dcbc9667e866ee89a7d,27bccf2c35e20de385cc262be3dbfe57a70cfc78,2,1,0,morgana/Examples/MOrgAna_workflow_for_advance_python_users.ipynb;build/lib/morgana/Examples/MOrgAna_workflow_for_advance_python_users.ipynb,setup.py,"",8321,0,0,"",""
2285,1416,github.com,jessecanada/PTEN_Fly,2f,a337983d2a188041b2237e0412a5310f550ce7,87abfb33beb0e0d523dca4ac1989f79c666ed478,2,0,0,ScatterPlot_wing_wize_normalized.ipynb;FlyWing_data_comparisons-Copy1.ipynb,"","",8321,0,0,"",""
2286,1417,github.com,francois-a/fastqtl,f2,9b89173eb211175add01949178b5f26a0dfbfe,3af620bac046b6e4ec06e26c95c7135e6d415c80,0,1,0,"",lib/Tabix/python/setup.py,"",8329,0,0,"",""
2287,1417,github.com,eQTL-Catalogue/rnaseq,e2,e7c89523bff27a90abc8b7b1ffab16610d3d89,402edaaef26c19d7e03221f8370ef117e26d8caa,0,0,0,"","","",8329,0,0,"",""
2288,1417,github.com,eQTL-Catalogue/qcnorm,c3,e7a66f4c9977031d54c4229bae0c61efcd3985,0aeb13fb101327367427293095d48e184d20c338,0,0,0,"","","",8329,0,0,"",""
2289,1417,github.com,eQTL-Catalogue/genimpute,7b,2b0f85d593b737cfc8be32b62ac5298dc28d70,fcc115e20172a7fb5a691152b5ff9c2211bdf7be,0,0,0,"","","",8329,0,0,"",""
2290,1417,github.com,eQTL-Catalogue/qtlmap,98,d48e1b5f05c159219462d99e3a330c0b6cd8b1,14e94412d7959fa4ef3e466bc10b5217ade2b08d,0,0,0,"","","",8329,0,0,"",""
2291,1417,github.com,eQTL-Catalogue/colocalisation,c0,33ca8a8fa02f69b020cd59dee01c0e33de8805,8a33eca4a455a6077da5aaf13d149901b4e818b3,0,0,0,"","","",8329,0,0,"",""
2292,1417,github.com,eQTL-Catalogue/eQTL-Catalogue-resources,81,b79c1ba85636444e5882df850cc3314cb26339,19929ff6a99bf402194292a14f96f9615b35f65f,0,0,0,"","","",8329,0,0,"",""
2293,1417,github.com,eQTL-Catalogue/eQTL-SumStats,2d,32038e889fc10f835224692752d4bfad5bf68f,bdbef2c2834f90108a94d2799cb93bf07526d3a6,1,1,1,querying_hdf5_basics.ipynb,setup.py,requirements.txt,8321,0,0,"",""
2294,1418,github.com,TheRensselaerIDEA/synthetic_data,09,45a8948409ffed5ce706102d7531b250238c8e,bde884a8de2a4a38bbe90cf80e0d166a45e9d11b,1,1,0,"Package Usage Guide.ipynb",setup.py,"",8321,0,0,"",""
2295,1420,github.com,mirnylab/distiller-nf,b9,0acaa638155e10bcff072ae893407a9a2dfa57,67da7a323d79013346588a451c92ff58c79b867b,0,0,0,"","","",8329,0,0,"",""
2296,1420,github.com,mirnylab/cooler,77,dab683d86eaecc6e618d2ec3b0601c335406ee,6b174f1a7c63c6c2bf11890ab20bfed01c98e97f,0,0,2,"","",requirements.txt;docs/requirements.txt,8329,0,0,"",""
2297,1420,github.com,open2c/bioframe,5a,6eb04553439db45eebbbfb1032fbd97c21418a,48b9b1729b732e73b6e98709b6ea7bc736fa042b,4,1,1,docs/guide-io.ipynb;docs/guide-performance.ipynb;docs/tutorials/tutorial_assign_peaks_to_genes.ipynb;docs/tutorials/tutorial_assign_motifs_to_peaks.ipynb,setup.py,requirements.txt,8321,0,0,"",""
2298,1420,github.com,hms-dbmi/hic-data-analysis-bootcamp,ff,14c5ae0626c90d776d33071f74cafaed1967c1,db8c87750c535763aabb21f35394caae5b81491f,8,0,0,notebooks/05_analysis_cooltools-insulation-score.ipynb;notebooks/HiC-mapping.ipynb;notebooks/02_analysis_scaling-curves.ipynb;notebooks/01_intro_cooler-api.ipynb;notebooks/00_intro_cooler-cli.ipynb;notebooks/03_analysis_cooltools-expected.ipynb;notebooks/04_analysis_cooltools-eigenvector-saddle.ipynb;notebooks/06_analysis_cooltools-snipping-pileups.ipynb,"","",8321,0,0,"",""
2299,1420,github.com,dekkerlab/matrix_paper,de,42851253db21c7e499de1833738784e150c6a2,01504778094513fefd8b34f0a5355a0418f8f660,10,0,0,notebooks/insulation_scatter.ipynb;notebooks/sample_dots_per_distance.ipynb;notebooks/insulation_strength_deep_vs_not_deep.ipynb;notebooks/plot_dot_intensity_intersect_union.ipynb;notebooks/plot_heatmap_sections_HFF_matrix.ipynb;notebooks/Overlap_3_loop_lists.ipynb;notebooks/plot_the_number_of_loops_and_loop_quantifications_per_distance.ipynb;notebooks/anchor_diff.ipynb;notebooks/insulation_pileup.ipynb;notebooks/plot_heatmap_sections_HFF_matrix_fig.ipynb,"","",8321,0,0,"",""
2300,1421,github.com,TuragaLab/DECODE,98,efb198d769aa2227fd261247970aa929ee97e9,c6e61b543e124c399ce7e247eb5df4548c77da58,4,1,0,decode/utils/examples/Fitting.ipynb;decode/utils/examples/Training.ipynb;decode/utils/examples/Evaluation.ipynb;decode/utils/examples/Introduction.ipynb,setup.py,"",8321,0,0,"",""
2301,1422,github.com,cytoscape/cytoscape-jupyter-widget,e5,234912517d2e7daf382390cae609fef27a3620,733c0ba607942ec70b4df05a74d5f87e8e992593,1,1,0,examples/WidgetDemo1.ipynb,setup.py,"",8321,0,0,"",""
2302,1422,github.com,ndexbio/ndex-jupyter-notebooks,b7,766c121437c1292f00cfb695e807f85693930e,8103360874025ccfc43f1c5d9b5f6d76c5c9aa01,15,0,0,"notebooks/Style and Edit an NDEx Network.ipynb;notebooks/NiceCX v2.0 navigating the network.ipynb;notebooks/Five ways to create NiceCX networks.ipynb;notebooks/Find Subgraphs of NDEx Networks with Neighborhood Queries.ipynb;notebooks/NiceCX v2.0 prune zero degree nodes.ipynb;notebooks/p4c-NDEx - Set continuous mapping on edge width.ipynb;notebooks/Extract data from PubMed.ipynb;notebooks/NDEx2 Client v2.0 Tutorial.ipynb;notebooks/NDEx Python Client 3.1 Tutorial.ipynb;notebooks/NDEx Query Tutorial.ipynb;notebooks/Access node, edge, and network attributes in NiceCX.ipynb;notebooks/Using NDEx Network Sets.ipynb;notebooks/Edit an NDEx Network Using networkx and Save as a New Network.ipynb;notebooks/NiceCX v2.0 Tutorial.ipynb;notebooks/Working with NDEx Networks in Python.ipynb","","",8321,0,0,"",""
2303,1422,github.com,cytoscape/cytoscape-ismb-2020,d1,2de0acdb994afef3bd9e354990a1d1910d5602,2808cacd8fbbd0b97be67c95666f09d0b1b950d6,4,0,0,Python/cytoscape-ecosystem-tutorial-ndex2.ipynb;Python/cytoscape-ecosystem-tutorial-py4cytoscape.ipynb;Python/cytoscape-ecosystem-tutorial-py4cytoscape-empty.ipynb;Python/cytoscape-ecosystem-tutorial-ndex2-empty.ipynb,"","",8321,0,0,"",""
2304,1423,github.com,PhoenixDL/rising,eb,ca19ac6e89f0373ccca6b841086e7a0da84c0c,ab6fbcfe7215c2a5b8e401b70909f6a32d0d167b,5,1,1,notebooks/classification_2d_mednist.ipynb;notebooks/transformations.ipynb;notebooks/external_augmentation.ipynb;notebooks/modelsGenesis_in_dMRI.ipynb;notebooks/lightning_segmentation.ipynb,setup.py,docs/requirements.txt,8321,0,0,"",""
2305,1423,github.com,fepegar/torchio,ac,277154943d34f4b19be232e4eeda5860df2ce1,c094a180b49e38d603e6491c035935c7e46f4614,0,0,0,"","","",8329,0,0,"",""
2306,1424,github.com,ValdsteiN/OBerA-Enhanced-Changeover-Detection-in-Industry-4.0-environments-with-Machine-Learning,22,ba63987031976a4363d75a4ac7656ed65470e3,94ecfd864e8072b19c5de5a1d8c188cdc314d8c9,1,0,1,"Enhanced Changeover Detection in Industry 4.0 environments with Machine Learning.ipynb","",requirements.txt,8321,0,0,"",""
2307,1425,github.com,Koga-MD/DL-Tauopathies,04,aaa21d848fd19dd678d8c2fb0b1c221e657784,b8c9130c8d3d959ed33a24c2b73db9e82f232381,3,0,0,1_Object_Detection_v5.ipynb;0_QuickStart.ipynb;2_Data_Augmentation.ipynb,"","",8321,0,0,"",""
2308,1426,github.com,CAMRIatUNC/isotropic_epi,c4,fe39d474db06c3ecfbae41160bf9333957710c,f3747a53678fb600b42d85a861dc0f955c4f19ef,7,0,0,Step03_DL-based_FeatureDetection.ipynb;StepR01_AdditionalRegression.ipynb;Step04_Parcellation.ipynb;Step02_QC-GroupAvr.ipynb;Step01_Preprocessing.ipynb;Step05_CommunityDetection-A_triplenetwork.ipynb;Step08_Individual_variability_metrics.ipynb,"","",8321,0,0,"",""
2309,1427,github.com,franciscovargas/GP_Sinkhorn,99,3d9925a6229fb477294d7695f061873dfd3087,5524125a8038f4988a2cb6c506a79056bc8d9a60,26,1,1,"notebooks/GP_Drift_Fit_NN.ipynb;notebooks/GP_Drift_Fit-Lin-Langevin-Dynamics-MOCAP-Reduce.ipynb;notebooks/UNet_simple.ipynb;notebooks/EB_dataset.ipynb;notebooks/plot_well_results.ipynb;notebooks/Well-big-Wall-Algorithmic-Kernels.ipynb;notebooks/RandomFeaturesRegression.ipynb;notebooks/GP_Drift_Fit.ipynb;notebooks/Well-big-Wall-Algorithmic-Kernels-NN.ipynb;notebooks/EB_dataset-EMD-Results.ipynb;notebooks/data_gen_routines/EmbryoidBodyPHATE.ipynb;notebooks/data_gen_routines/motion_data.ipynb;notebooks/2D Toy Data/Circles-GPU.ipynb;notebooks/2D Toy Data/GPLVM Data Generation.ipynb;notebooks/2D Toy Data/2d_examples.ipynb;notebooks/2D Toy Data/Spiral-GPU.ipynb;notebooks/Misc/3d_plots.ipynb;notebooks/Misc/far_gaussian_failure_case.ipynb;notebooks/Misc/Well-big-Wall-Sinkhorn .ipynb;notebooks/Misc/Well-big-Wall.ipynb;notebooks/Misc/GP_Drift_Fit-Lin-Langevin-Dynamics-MOCAP.ipynb;notebooks/Misc/EB_gmm.ipynb;notebooks/Misc/GP_Drift_Fit-Lin-Langevin-Dynamics.ipynb;notebooks/Misc/GP_Drift_Fit-Langevin-Dynamics.ipynb;notebooks/Misc/Well.ipynb;notebooks/Misc/score_EB_2.0.ipynb",setup.py,requirements.txt,8321,0,0,"",""
2310,1427,github.com,KrishnaswamyLab/PHATE,1b,1ce4f0c3c9dc409f43be4f11866ecc3e97486c,5b66d23e7a634b6aeb900bc4377ed07586001bde,2,1,2,Python/tutorial/EmbryoidBody.ipynb;Python/tutorial/PHATE_tree.ipynb,Python/setup.py,Python/requirements.txt;Python/doc/source/requirements.txt,8321,0,0,"",""
2311,1427,github.com,KrishnaswamyLab/TrajectoryNet,ef,9ba9c820d2bd63b022b0bcbdc1e3789a2535cf,162e6c77728135f27ad04f1c83d78a319e79dff4,4,1,1,notebooks/EmbryoidBody_TrajectoryInference.ipynb;notebooks/DentateGyrus-Load.ipynb;notebooks/WOT-Schiebinger-load.ipynb;notebooks/Example_Anndata_to_TrajectoryNet.ipynb,setup.py,requirements.txt,8321,0,0,"",""
2312,1428,github.com,ltsypin/Cportucalensis_observation,15,6cccc90efa7d8ba4a6075713be13c60f5b0587,acc501bd6c0519c557468f0d618c435bac9a9017,2,0,0,Cportucalensis_observation_analysis.ipynb;Cportucalensis_observation_analysis_new_viz.ipynb,"","",8321,0,0,"",""
2313,1429,github.com,farhat-lab/gentb-site,14,1dcfd9b46838832bcc1b80246fdd2279ad0426,4be261c76e5d39eb655b0150a9983a7a916e4ab9,0,1,1,"",setup.py,requirements.txt,8329,0,0,"",""
2314,1429,github.com,linsalrob/fastq-pair,99,3762a070eb32efc5f9c9a2a66220af89cc5632,9599a60cbc6dfbbb914dcc3782a04728cddc4850,0,0,0,"","","",8329,0,0,"",""
2315,1429,github.com,farhat-lab/gentb-snakemake,ac,37fd88ef311aee76f01a01bbb2ae13c72cf6bc,db4d8fc637711f31544047ed43d9098923efd8f6,0,0,0,"","","",8329,0,0,"",""
2316,1429,github.com,farhat-lab/resdata-ng,c5,5f0fdc56b2dcbfdc9a273de235048e7fe2ed9e,b1c38724141b11bb39c999d41cc986da31986d7c,0,0,0,"","","",8329,0,0,"",""
2317,1429,github.com,TomKellyGenetics/vioplot,da,e65342ca501296dec3aec07a149f79619b66f0,ad42bb9f713737bdd5ee2da27595d84cddd2f8d4,0,0,0,"","","",8329,0,0,"",""
2318,1430,github.com,enormandeau/gawn,c8,f12962976344038fe3a09d2d3e714362dc5c4a,48b75b68c7ed55dcd87412053e1b01f5923de69c,0,0,0,"","","",8329,0,0,"",""
2319,1431,github.com,ahwillia/tensortools,18,acf17960d74516dfa0ec6cc0b758b95663feba,f6d2f0a793f5e4b19f56a7178a967a1dd6d39686,0,1,2,"",setup.py,requirements.txt;docs/requirements.txt,8329,0,0,"",""
2320,1433,github.com,taltechmicrofluidics/CP-for-droplet-analysis,db,08cc387ac5b2cad2fb5effdedae7882256ef99,0d40f28a9fc2c5b46df3453eb0d5f8391876df0b,0,0,0,"","","",8329,0,0,"",""
2321,1433,github.com,taltechmicrofluidics/Software-Analysis,7c,f6fe818a763717a29f8bbae7620d5672be9df7,055842d4f209f37638c2886d94918d5948b95807,0,0,0,"","","",8329,0,0,"",""
2322,1433,github.com,twintproject/twint,5d,da6a5c6cd197b174d6cd00de8e53f13a4fa269,e7c8a0c764f6879188e5c21e25fb6f1f856a7221,0,1,1,"",setup.py,requirements.txt,8329,0,0,"",""
2323,1434,github.com,cnr-ibf-pa/hbp-bsp-hh-neuron-builder,36,71d007ae8648e04eaf3295686bb54d6ce30c61,d01b40ef17fa3ae640ca433bfe6b42aa2098ac5d,0,0,1,"","",requirements.txt,8329,0,0,"",""
2324,1434,github.com,BlueBrain/BluePyEfe,2a,848898f4d7157e0f65668d202a8fe4a090fa0c,3ac0b674df2e23599f31a4cce1bb6445c8dfb596,2,1,1,examples/How_to_use_efel_settings.ipynb;examples/example_of_extraction.ipynb,setup.py,requirements.txt,8321,0,0,"",""
2325,1435,github.com,bharuno/SSMFN-Methylation-Analysis,db,e3e83d5ee3935c9bbc9d328f129c9e3f019b1b,26ddca3413357515460a908838871576b80cb8f1,1,0,0,SSMFN_dev.ipynb,"","",8329,0,0,"",""
2326,1436,github.com,mwu228/Summer2021,da,a928919259397f6aff240e0c11081c4a33f18f,77ef3f534831505ce66c93887eff8ff620021286,12,0,0,"Correlate proteins of interest.ipynb;version 0.5.0.ipynb;version 0.2.0.ipynb;Pandas Intro.ipynb;version 0.4.0.ipynb;Genentech Script v1.ipynb;Version 051.ipynb;version 0.3.0.ipynb;Version 061.ipynb;RNAseq FPKM correlation and pvalue.ipynb;version 0.1.0.ipynb;Version 1_0_0.ipynb","","",8321,0,0,"",""
2327,1437,github.com,cartercompbio/NetFeatures,11,061dc7b8983ed162b546990d0ef2ea18aef3da,964833b0fb70c9fae598cbbb187beef801799e9b,7,0,0,code/Figure_4.ipynb;code/Figure_5d-f_Figure_S3d-f_Figure_6.ipynb;code/Figure_7_Figure_S4.ipynb;code/Figure_5a-c_Figure_S3a-c.ipynb;code/Figure_2.ipynb;code/Figure_8_Figure_S5.ipynb;code/Figure_S2.ipynb,"","",8321,0,0,"",""
2328,1438,github.com,bhattbhavesh91/GA_Sessions,26,8fd571d1e74d7ebe375ff9518706d67191c991,7095c6a1f04bf88e40aaf38ce6a5154b3286fc42,54,0,0,"nlp_sessions/WordCloud.ipynb;nlp_sessions/Stop_Words.ipynb;nlp_sessions/Gift_for_Bhavesh- NLP project.ipynb;nlp_sessions/LDA.ipynb;nlp_sessions/POS_Tag.ipynb;nlp_sessions/Tokenizer.ipynb;nlp_sessions/Feature_Extraction_From_Text.ipynb;nlp_sessions/Stemming_&_Lemmatization.ipynb;nlp_sessions/Flash_Text.ipynb;json_yaml_parsing/read_json_files_python.ipynb;json_yaml_parsing/read_yaml_files_python.ipynb;ga_dsmp_5jan2019/10_Missing_Value.ipynb;ga_dsmp_5jan2019/14_standardscaling_at_prediction.ipynb;ga_dsmp_5jan2019/09_Lasso_Ridge.ipynb;ga_dsmp_5jan2019/11_Reshape_minus_1_1.ipynb;ga_dsmp_5jan2019/06_Gradient_Descent.ipynb;ga_dsmp_5jan2019/13_categorical_multicolinearity.ipynb;ga_dsmp_5jan2019/21_variance_inflation_factor_vif_for_multicolinearity.ipynb;ga_dsmp_5jan2019/07_LR_Simple_Example.ipynb;ga_dsmp_5jan2019/03_binomial_dist.ipynb;ga_dsmp_5jan2019/18_Logit_Sigmoid_and_Cross_Entropy_Logistic_Regression.ipynb;ga_dsmp_5jan2019/08_Q_Q_Plot.ipynb;ga_dsmp_5jan2019/12_Insurance_EDA.ipynb;ga_dsmp_5jan2019/16_feature_selection.ipynb;ga_dsmp_5jan2019/01_successive_string_value_count.ipynb;ga_dsmp_5jan2019/19_Random_Forest_OOB_Score.ipynb;ga_dsmp_5jan2019/15_Qgrid_Demo.ipynb;ga_dsmp_5jan2019/22_extra_tree_classifier.ipynb;ga_dsmp_5jan2019/20_Stacking_Classifier.ipynb;ga_dsmp_5jan2019/17_Linear_Regression_not_used_Classification.ipynb;ga_dsmp_5jan2019/02_poisson_distribution.ipynb;ga_dsmp_5jan2019/04_z_score.ipynb;ga_dsmp_5jan2019/05_OLS.ipynb;t_test_independence/T_Test_Sales.ipynb;matplotlib/matplotlib_session.ipynb;machine_learning/5_outlier_detection.ipynb;machine_learning/4_pandas_revision_2nd_dec.ipynb;machine_learning/6_categorical_numeric.ipynb;python_guided_project/oct_batch_challenge/pandas/pandas_guided_project_ca.ipynb;python_guided_project/oct_batch_challenge/python/PMC.ipynb;python_guided_project/olympic/olympic_dataset.ipynb;classes_and_numpy_session/classes_numpy_intro.ipynb;classes_and_numpy_session/numpy_array_performance.ipynb;pandas_session/Pandas_Series_QRG.ipynb;pandas_session/pandas_apply.ipynb;pandas_session/unique_pandas.ipynb;pandas_session/DataFrame_QRG_Part_1.ipynb;pandas_session/pandas_or_condition.ipynb;pandas_session/joins.ipynb;pandas_session/pandas_indexing.ipynb;pandas_session/groupby_example.ipynb;pandas_session/groupby_example_updated.ipynb;pandas_session/joining_multiple_csvs_1_dataframe.ipynb;pandas_session/Pandas_Starting_Part.ipynb","","",8321,0,0,"",""
2329,1439,github.com,aponom84/lpam-clustering,61,10ac8fead24dda39210a71f0094d27baea0fe7,9ac342a4ef77881810c6ef5d6b4d0d4a2624ea2c,8,0,1,Scripts/LPAM-Exact-Amplified-Commute-Distance.ipynb;Scripts/GCE.ipynb;Scripts/OSLOM.ipynb;Scripts/LPAM-Exact-Commute-Distance.ipynb;Scripts/LPAM-Heuristic-Clarance-Amplified-Commute-Dsitance.ipynb;Scripts/Copra.ipynb;Scripts/LPAM-Heuristic-Clarance-Commute-Distance.ipynb;final_pictures/RenderOslomResults.ipynb,"",related_methods/network-community-benchmark-master/requirements.txt,8321,0,0,"",""
2330,1440,github.com,gawthrop/GawPanCra21,b1,6e4853cbcd776be2841b3ec0c5e61145fb10d2,1195fcbf77022700283d6f368d4ba4b8a3347a16,3,0,0,ModularEcoli.ipynb;Parameter.ipynb;EcoliPPPnoPhi.ipynb,"","",8321,0,0,"",""
2331,1444,github.com,ouyang-lab/LISA2,b5,56b57b5b364a642f32aef2d6aa343ac1e279c6,92007b5e1310ebe0f60fb0799b0f0fd1db529a84,0,0,0,"","","",8329,0,0,"",""
2332,1444,github.com,soedinglab/prosstt,0b,57de41f1a20a5ce326afc2579a2f62657d2fee,bcbcee0852a0471d33d3617b7348021e9fe65083,14,1,0,examples/sample_pseudotime_series.ipynb;examples/compare_zebrafish.ipynb;examples/minimal_example.ipynb;examples/combined_sampling.ipynb;examples/reproduce_axolotl.ipynb;examples/many_branches_cells.ipynb;examples/probabilistic_branching.ipynb;examples/velocity.ipynb;examples/compare_hydra.ipynb;examples/linear.ipynb;examples/variance_sim.ipynb;examples/density_sampling.ipynb;examples/compare_axolotl.ipynb;examples/compare_velten.ipynb,setup.py,"",8321,0,0,"",""
2333,1444,github.com,JLiLab/scRNAseq_Cerebellum,80,dab8787015bcefc120efbb82db825b1d83f9f5,377f4313a7b30d1c2073daffcfb9bfe2b5f692fd,0,0,0,"","","",8329,0,0,"",""
