id,article_id,pmid,meshid,mesh_label,toplevelmeshid,toplevelmeshlabel
15683,2305,32527747,D011110,"Polymorphism, Genetic",G05,"Genetic Phenomena"
15684,2305,32527747,D011995,"Recombination, Genetic",G05,"Genetic Phenomena"
15685,2307,32523031,D001931,"Brain Mapping",E01,Diagnosis
15686,2307,32523031,D001931,"Brain Mapping",E05,"Investigative Techniques"
15687,2307,32523031,D004569,Electroencephalography,E01,Diagnosis
15688,2307,32523031,D064368,"Healthy Volunteers",M01,Persons
15689,2307,32523031,D006801,Humans,B01,Eukaryota
15690,2307,32523031,D008279,"Magnetic Resonance Imaging",E01,Diagnosis
15691,2307,32523031,D058765,Neurofeedback,E02,Therapeutics
15692,2307,32523031,D058765,Neurofeedback,F02,"Psychological Phenomena"
15693,2307,32523031,D058765,Neurofeedback,F04,"Behavioral Disciplines and Activities"
15694,2309,32504536,D016208,"Databases, Factual",L01,"Information Science"
15695,2309,32504536,D004032,Diet,G07,"Physiological Phenomena"
15696,2309,32504536,D006801,Humans,B01,Eukaryota
15697,2309,32504536,D009752,"Nutritional Status",G07,"Physiological Phenomena"
15698,2309,32504536,D009752,"Nutritional Status",N01,"Population Characteristics"
15699,2316,32504065,D003198,"Computer Simulation",L01,"Information Science"
15700,2316,32504065,D004742,"Enhancer Elements, Genetic",G02,"Chemical Phenomena"
15701,2316,32504065,D004742,"Enhancer Elements, Genetic",G05,"Genetic Phenomena"
15702,2316,32504065,D019143,"Evolution, Molecular",G05,"Genetic Phenomena"
15703,2316,32504065,D019143,"Evolution, Molecular",G16,"Biological Phenomena"
15704,2316,32504065,D005091,Exons,G05,"Genetic Phenomena"
15705,2316,32504065,D015894,"Genome, Human",G05,"Genetic Phenomena"
15706,2316,32504065,D023281,Genomics,H01,"Natural Science Disciplines"
15707,2316,32504065,D057166,"High-Throughput Screening Assays",E05,"Investigative Techniques"
15708,2316,32504065,D006801,Humans,B01,Eukaryota
15709,2316,32504065,D007438,Introns,G05,"Genetic Phenomena"
15710,2316,32504065,D008957,"Models, Genetic",E05,"Investigative Techniques"
15711,2316,32504065,D009154,Mutation,G05,"Genetic Phenomena"
15712,2316,32504065,D012326,"RNA Splicing",G02,"Chemical Phenomena"
15713,2316,32504065,D012326,"RNA Splicing",G03,Metabolism
15714,2316,32504065,D012326,"RNA Splicing",G03,"[OBSOLETE] Metabolic Phenomena"
15715,2316,32504065,D012326,"RNA Splicing",G05,"Genetic Phenomena"
15716,2317,32501214,D000465,Algorithms,G17,"Mathematical Concepts"
15717,2317,32501214,D000465,Algorithms,L01,"Information Science"
15718,2317,32501214,D000818,Animals,B01,Eukaryota
15719,2317,32501214,D003584,"Cytological Techniques",E01,Diagnosis
15720,2317,32501214,D003584,"Cytological Techniques",E05,"Investigative Techniques"
15721,2317,32501214,D004625,"Embryo, Nonmammalian",A13,"Animal Structures"
15722,2317,32501214,D004625,"Embryo, Nonmammalian",A16,"Embryonic Structures"
15723,2317,32501214,D021621,"Imaging, Three-Dimensional",E01,Diagnosis
15724,2317,32501214,D021621,"Imaging, Three-Dimensional",L01,"Information Science"
15725,2317,32501214,D008853,Microscopy,E01,Diagnosis
15726,2317,32501214,D008853,Microscopy,E05,"Investigative Techniques"
15727,2317,32501214,D008853,Microscopy,H01,"Natural Science Disciplines"
15728,2317,32501214,D038081,Organogenesis,G07,"Physiological Phenomena"
15729,2317,32501214,D038081,Organogenesis,G08,"Reproductive and Urinary Physiological Phenomena"
15730,2317,32501214,D015027,Zebrafish,B01,Eukaryota
15731,2318,32500953,D002460,"Cell Line",A11,Cells
15732,2318,32500953,D053144,"Cell Nucleus Shape",G04,"Cell Physiological Phenomena"
15733,2318,32500953,D005434,"Flow Cytometry",E01,Diagnosis
15734,2318,32500953,D005434,"Flow Cytometry",E05,"Investigative Techniques"
15735,2318,32500953,D005820,"Genetic Testing",E01,Diagnosis
15736,2318,32500953,D005820,"Genetic Testing",E05,"Investigative Techniques"
15737,2318,32500953,D005820,"Genetic Testing",N02,"Health Care Facilities, Manpower, and Services"
15738,2318,32500953,D006801,Humans,B01,Eukaryota
15739,2318,32500953,D008856,"Microscopy, Fluorescence",E01,Diagnosis
15740,2318,32500953,D008856,"Microscopy, Fluorescence",E05,"Investigative Techniques"
15741,2318,32500953,D019913,"Nuclear Localization Signals",D12,"Amino Acids, Peptides, and Proteins"
15742,2318,32500953,D019913,"Nuclear Localization Signals",G02,"Chemical Phenomena"
15743,2318,32500953,D017239,Paclitaxel,D02,"Organic Chemicals"
15744,2318,32500953,D010641,Phenotype,G05,"Genetic Phenomena"
15745,2318,32500953,D059467,Transcriptome,G02,"Chemical Phenomena"
15746,2318,32500953,D059467,Transcriptome,G05,"Genetic Phenomena"
15747,2321,32491161,D000465,Algorithms,G17,"Mathematical Concepts"
15748,2321,32491161,D000465,Algorithms,L01,"Information Science"
15749,2321,32491161,D019295,"Computational Biology",H01,"Natural Science Disciplines"
15750,2321,32491161,D019295,"Computational Biology",L01,"Information Science"
15751,2321,32491161,D020022,"Genetic Predisposition to Disease",C23,"Pathological Conditions, Signs and Symptoms"
15752,2321,32491161,D020022,"Genetic Predisposition to Disease",G05,"Genetic Phenomena"
15753,2321,32491161,D055106,"Genome-Wide Association Study",E05,"Investigative Techniques"
15754,2321,32491161,D055106,"Genome-Wide Association Study",N06,"Environment and Public Health"
15755,2321,32491161,D006801,Humans,B01,Eukaryota
15756,2321,32491161,D016014,"Linear Models",E05,"Investigative Techniques"
15757,2321,32491161,D016014,"Linear Models",N05,"Health Care Quality, Access, and Evaluation"
15758,2321,32491161,D016014,"Linear Models",N06,"Environment and Public Health"
15759,2321,32491161,D010641,Phenotype,G05,"Genetic Phenomena"
15760,2321,32491161,D020641,"Polymorphism, Single Nucleotide",G05,"Genetic Phenomena"
15761,2321,32491161,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
15762,2321,32491161,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
15763,2321,32491161,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
15764,2322,32461223,D041321,"Chromosomes, Human, X",A11,Cells
15765,2322,32461223,D041321,"Chromosomes, Human, X",G05,"Genetic Phenomena"
15766,2322,32461223,D041322,"Chromosomes, Human, Y",A11,Cells
15767,2322,32461223,D041322,"Chromosomes, Human, Y",G05,"Genetic Phenomena"
15768,2322,32461223,D019295,"Computational Biology",H01,"Natural Science Disciplines"
15769,2322,32461223,D019295,"Computational Biology",L01,"Information Science"
15770,2322,32461223,D019143,"Evolution, Molecular",G05,"Genetic Phenomena"
15771,2322,32461223,D019143,"Evolution, Molecular",G16,"Biological Phenomena"
15772,2322,32461223,D020869,"Gene Expression Profiling",E05,"Investigative Techniques"
15773,2322,32461223,D005786,"Gene Expression Regulation",G05,"Genetic Phenomena"
15774,2322,32461223,D050172,"Genes, X-Linked",G05,"Genetic Phenomena"
15775,2322,32461223,D050173,"Genes, Y-Linked",G05,"Genetic Phenomena"
15776,2322,32461223,D006801,Humans,B01,Eukaryota
15777,2322,32461223,D035683,MicroRNAs,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
15778,2322,32461223,D009928,"Organ Specificity",G07,"Physiological Phenomena"
15779,2322,32461223,D059467,Transcriptome,G02,"Chemical Phenomena"
15780,2322,32461223,D059467,Transcriptome,G05,"Genetic Phenomena"
15781,2323,32479607,D035843,"Biomedical Research",H01,"Natural Science Disciplines"
15782,2323,32479607,D000078332,"Data Analysis",H01,"Natural Science Disciplines"
15783,2323,32479607,D066264,"Datasets as Topic",E05,"Investigative Techniques"
15784,2323,32479607,D066264,"Datasets as Topic",L01,"Information Science"
15785,2323,32479607,D066264,"Datasets as Topic",N05,"Health Care Quality, Access, and Evaluation"
15786,2323,32479607,D066264,"Datasets as Topic",N06,"Environment and Public Health"
15787,2323,32479607,D055432,Metabolomics,H01,"Natural Science Disciplines"
15788,2323,32479607,D056186,Metagenomics,H01,"Natural Science Disciplines"
15789,2323,32479607,D040901,Proteomics,H01,"Natural Science Disciplines"
15790,2323,32479607,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
15791,2323,32479607,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
15792,2323,32479607,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
15793,2323,32479607,D059010,"Single-Cell Analysis",E05,"Investigative Techniques"
15794,2323,32479607,D012984,Software,L01,"Information Science"
15795,2324,32479592,D035843,"Biomedical Research",H01,"Natural Science Disciplines"
15796,2324,32479592,D019295,"Computational Biology",H01,"Natural Science Disciplines"
15797,2324,32479592,D019295,"Computational Biology",L01,"Information Science"
15798,2324,32479592,D000068598,"Data Accuracy",E05,"Investigative Techniques"
15799,2324,32479592,D000068598,"Data Accuracy",L01,"Information Science"
15800,2324,32479592,D000068598,"Data Accuracy",N05,"Health Care Quality, Access, and Evaluation"
15801,2324,32479592,D006801,Humans,B01,Eukaryota
15802,2324,32479592,D015203,"Reproducibility of Results",E05,"Investigative Techniques"
15803,2324,32479592,D015203,"Reproducibility of Results",N05,"Health Care Quality, Access, and Evaluation"
15804,2324,32479592,D015203,"Reproducibility of Results",N06,"Environment and Public Health"
15805,2324,32479592,D012984,Software,L01,"Information Science"
15806,2327,32453635,D019295,"Computational Biology",H01,"Natural Science Disciplines"
15807,2327,32453635,D019295,"Computational Biology",L01,"Information Science"
15808,2327,32453635,D023281,Genomics,H01,"Natural Science Disciplines"
15809,2327,32453635,D006801,Humans,B01,Eukaryota
15810,2327,32453635,D012984,Software,L01,"Information Science"
15811,2327,32453635,D057188,Workflow,L01,"Information Science"
15812,2328,32457308,D000328,Adult,M01,Persons
15813,2328,32457308,D015982,Bias,N05,"Health Care Quality, Access, and Evaluation"
15814,2328,32457308,D015982,Bias,N06,"Environment and Public Health"
15815,2328,32457308,D001921,Brain,A08,"Nervous System"
15816,2328,32457308,D002755,"Choice Behavior",F02,"Psychological Phenomena"
15817,2328,32457308,D003657,"Decision Making",F02,"Psychological Phenomena"
15818,2328,32457308,D006801,Humans,B01,Eukaryota
15819,2328,32457308,D015225,Magnetoencephalography,E01,Diagnosis
15820,2328,32457308,D015225,Magnetoencephalography,E05,"Investigative Techniques"
15821,2328,32457308,D000067489,Metacognition,F02,"Psychological Phenomena"
15822,2328,32457308,D008959,"Models, Neurological",E05,"Investigative Techniques"
15823,2328,32457308,D008960,"Models, Psychological",E05,"Investigative Techniques"
15824,2328,32457308,D012649,"Self Concept",F01,"Behavior and Behavior Mechanisms"
15825,2328,32457308,D055815,"Young Adult",M01,Persons
15826,2329,32451459,D015331,"Cohort Studies",E05,"Investigative Techniques"
15827,2329,32451459,D015331,"Cohort Studies",N05,"Health Care Quality, Access, and Evaluation"
15828,2329,32451459,D015331,"Cohort Studies",N06,"Environment and Public Health"
15829,2329,32451459,D015179,"Colorectal Neoplasms",C04,Neoplasms
15830,2329,32451459,D015179,"Colorectal Neoplasms",C06,"Digestive System Diseases"
15831,2329,32451459,D018450,"Disease Progression",C23,"Pathological Conditions, Signs and Symptoms"
15832,2329,32451459,D018740,"Genetic Heterogeneity",G05,"Genetic Phenomena"
15833,2329,32451459,D014644,"Genetic Variation",G05,"Genetic Phenomena"
15834,2329,32451459,D006801,Humans,B01,Eukaryota
15835,2329,32451459,D008207,"Lymphatic Metastasis",C04,Neoplasms
15836,2329,32451459,D008207,"Lymphatic Metastasis",C23,"Pathological Conditions, Signs and Symptoms"
15837,2329,32451459,D008954,"Models, Biological",E05,"Investigative Techniques"
15838,2329,32451459,D009362,"Neoplasm Metastasis",C04,Neoplasms
15839,2329,32451459,D009362,"Neoplasm Metastasis",C23,"Pathological Conditions, Signs and Symptoms"
15840,2329,32451459,D009366,"Neoplasm Seeding",C04,Neoplasms
15841,2329,32451459,D009366,"Neoplasm Seeding",C23,"Pathological Conditions, Signs and Symptoms"
15842,2329,32451459,D010802,Phylogeny,G05,"Genetic Phenomena"
15843,2329,32451459,D010802,Phylogeny,G16,"Biological Phenomena"
15844,2329,32451459,D010802,Phylogeny,L01,"Information Science"
15845,2331,32448062,D040542,"Mechanotransduction, Cellular",G01,"Physical Phenomena"
15846,2331,32448062,D040542,"Mechanotransduction, Cellular",G02,"Chemical Phenomena"
15847,2331,32448062,D040542,"Mechanotransduction, Cellular",G04,"Cell Physiological Phenomena"
15848,2331,32448062,D008955,"Models, Cardiovascular",E05,"Investigative Techniques"
15849,2331,32448062,D032383,"Myocytes, Cardiac",A07,"Cardiovascular System"
15850,2331,32448062,D032383,"Myocytes, Cardiac",A10,Tissues
15851,2331,32448062,D032383,"Myocytes, Cardiac",A11,Cells
15852,2331,32448062,D035501,Uncertainty,E05,"Investigative Techniques"
15853,2331,32448062,D035501,Uncertainty,F02,"Psychological Phenomena"
15854,2331,32448062,D035501,Uncertainty,G17,"Mathematical Concepts"
15855,2331,32448062,D035501,Uncertainty,N05,"Health Care Quality, Access, and Evaluation"
15856,2331,32448062,D035501,Uncertainty,N06,"Environment and Public Health"
15857,2332,32448958,D000818,Animals,B01,Eukaryota
15858,2332,32448958,D001921,Brain,A08,"Nervous System"
15859,2332,32448958,D003198,"Computer Simulation",L01,"Information Science"
15860,2332,32448958,D063132,Connectome,E01,Diagnosis
15861,2332,32448958,D063132,Connectome,E05,"Investigative Techniques"
15862,2332,32448958,D015870,"Gene Expression",G05,"Genetic Phenomena"
15863,2332,32448958,D006801,Humans,B01,Eukaryota
15864,2332,32448958,D051379,Mice,B01,Eukaryota
15865,2332,32448958,D009415,"Nerve Net",A08,"Nervous System"
15866,2333,32454142,D000679,Amygdala,A08,"Nervous System"
15867,2333,32454142,D001931,"Brain Mapping",E01,Diagnosis
15868,2333,32454142,D001931,"Brain Mapping",E05,"Investigative Techniques"
15869,2333,32454142,D006801,Humans,B01,Eukaryota
15870,2333,32454142,D008279,"Magnetic Resonance Imaging",E01,Diagnosis
15871,2333,32454142,D017397,"Prefrontal Cortex",A08,"Nervous System"
15872,2333,32454142,D013649,Taste,F02,"Psychological Phenomena"
15873,2333,32454142,D013649,Taste,G11,"Musculoskeletal and Neural Physiological Phenomena"
15874,2333,32454142,D055697,"Taste Perception",F02,"Psychological Phenomena"
15875,2334,32456194,D001185,"Artificial Intelligence",G17,"Mathematical Concepts"
15876,2334,32456194,D001185,"Artificial Intelligence",L01,"Information Science"
15877,2334,32456194,D000081411,"Augmented Reality",L01,"Information Science"
15878,2334,32456194,D003952,"Diagnostic Imaging",E01,Diagnosis
15879,2334,32456194,D006801,Humans,B01,Eukaryota
15880,2334,32456194,D007091,"Image Processing, Computer-Assisted",L01,"Information Science"
15881,2334,32456194,D021621,"Imaging, Three-Dimensional",E01,Diagnosis
15882,2334,32456194,D021621,"Imaging, Three-Dimensional",L01,"Information Science"
15883,2334,32456194,D008953,"Models, Anatomic",J01,"Technology, Industry, and Agriculture"
15884,2334,32456194,D008953,"Models, Anatomic",L01,"Information Science"
15885,2334,32456194,D000076142,"Virtual Reality",L01,"Information Science"
15886,2335,32441307,D004772,Entomology,H01,"Natural Science Disciplines"
15887,2335,32441307,D012107,"Research Design",E05,"Investigative Techniques"
15888,2335,32441307,D012107,"Research Design",H01,"Natural Science Disciplines"
15889,2336,32444786,D000818,Animals,B01,Eukaryota
15890,2336,32444786,D029381,Closteroviridae,B04,Viruses
15891,2336,32444786,D018506,"Gene Expression Regulation, Plant",G05,"Genetic Phenomena"
15892,2336,32444786,D058507,"Host Specificity",G06,"Microbiological Phenomena"
15893,2336,32444786,D058507,"Host Specificity",G16,"Biological Phenomena"
15894,2336,32444786,D010935,"Plant Diseases",G15,"Plant Physiological Phenomena"
15895,2336,32444786,D010940,"Plant Proteins",D12,"Amino Acids, Peptides, and Proteins"
15896,2336,32444786,D014026,Tobacco,B01,Eukaryota
15897,2336,32444786,D059467,Transcriptome,G02,"Chemical Phenomena"
15898,2336,32444786,D059467,Transcriptome,G05,"Genetic Phenomena"
15899,2336,32444786,D027843,Vitis,B01,Eukaryota
15900,2337,32444848,D014408,"Biomarkers, Tumor",D23,"Biological Factors"
15901,2337,32444848,D001943,"Breast Neoplasms",C04,Neoplasms
15902,2337,32444848,D001943,"Breast Neoplasms",C17,"Skin and Connective Tissue Diseases"
15903,2337,32444848,D020869,"Gene Expression Profiling",E05,"Investigative Techniques"
15904,2337,32444848,D015972,"Gene Expression Regulation, Neoplastic",G05,"Genetic Phenomena"
15905,2337,32444848,D006801,Humans,B01,Eukaryota
15906,2337,32444848,D007167,Immunotherapy,E02,Therapeutics
15907,2337,32444848,D000069550,"Machine Learning",G17,"Mathematical Concepts"
15908,2337,32444848,D000069550,"Machine Learning",L01,"Information Science"
15909,2337,32444848,D009362,"Neoplasm Metastasis",C04,Neoplasms
15910,2337,32444848,D009362,"Neoplasm Metastasis",C23,"Pathological Conditions, Signs and Symptoms"
15911,2337,32444848,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
15912,2337,32444848,D016571,"Neural Networks, Computer",L01,"Information Science"
15913,2337,32444848,D012313,RNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
15914,2339,32379974,D002853,"Chromatography, Liquid",E05,"Investigative Techniques"
15915,2339,32379974,D003198,"Computer Simulation",L01,"Information Science"
15916,2339,32379974,D006801,Humans,B01,Eukaryota
15917,2339,32379974,D000069550,"Machine Learning",G17,"Mathematical Concepts"
15918,2339,32379974,D000069550,"Machine Learning",L01,"Information Science"
15919,2339,32379974,D021241,"Spectrometry, Mass, Electrospray Ionization",E05,"Investigative Techniques"
15920,2341,32427070,D001921,Brain,A08,"Nervous System"
15921,2341,32427070,D003071,Cognition,F02,"Psychological Phenomena"
15922,2341,32427070,D006801,Humans,B01,Eukaryota
15923,2341,32427070,D008279,"Magnetic Resonance Imaging",E01,Diagnosis
15924,2341,32427070,D016571,"Neural Networks, Computer",G17,"Mathematical Concepts"
15925,2341,32427070,D016571,"Neural Networks, Computer",L01,"Information Science"
15926,2342,32427326,D001483,"Base Sequence",G02,"Chemical Phenomena"
15927,2342,32427326,D001483,"Base Sequence",G05,"Genetic Phenomena"
15928,2342,32427326,D001483,"Base Sequence",L01,"Information Science"
15929,2342,32427326,D001499,"Bayes Theorem",E05,"Investigative Techniques"
15930,2342,32427326,D001499,"Bayes Theorem",N05,"Health Care Quality, Access, and Evaluation"
15931,2342,32427326,D001499,"Bayes Theorem",N06,"Environment and Public Health"
15932,2342,32427326,D066264,"Datasets as Topic",E05,"Investigative Techniques"
15933,2342,32427326,D066264,"Datasets as Topic",L01,"Information Science"
15934,2342,32427326,D066264,"Datasets as Topic",N05,"Health Care Quality, Access, and Evaluation"
15935,2342,32427326,D066264,"Datasets as Topic",N06,"Environment and Public Health"
15936,2342,32427326,D019277,Entropy,G01,"Physical Phenomena"
15937,2342,32427326,D009682,"Magnetic Resonance Spectroscopy",E05,"Investigative Techniques"
15938,2342,32427326,D056004,"Molecular Dynamics Simulation",E05,"Investigative Techniques"
15939,2342,32427326,D056004,"Molecular Dynamics Simulation",G02,"Chemical Phenomena"
15940,2342,32427326,D056004,"Molecular Dynamics Simulation",L01,"Information Science"
15941,2342,32427326,D009068,Movement,G07,"Physiological Phenomena"
15942,2342,32427326,D009068,Movement,G11,"Musculoskeletal and Neural Physiological Phenomena"
15943,2342,32427326,D009690,"Nucleic Acid Conformation",G02,"Chemical Phenomena"
15944,2342,32427326,D009690,"Nucleic Acid Conformation",G05,"Genetic Phenomena"
15945,2342,32427326,D012313,RNA,D13,"Nucleic Acids, Nucleotides, and Nucleosides"
15946,2346,32415097,D000818,Animals,B01,Eukaryota
15947,2346,32415097,D041963,Bacteroidetes,B03,Bacteria
15948,2346,32415097,D018533,Biomass,G16,"Biological Phenomena"
15949,2346,32415097,D018533,Biomass,N06,"Environment and Public Health"
15950,2346,32415097,D016466,"CHO Cells",A11,Cells
15951,2346,32415097,D002244,Carbon,D01,"Inorganic Chemicals"
15952,2346,32415097,D002247,"Carbon Isotopes",D01,"Inorganic Chemicals"
15953,2346,32415097,D048408,"Chlorella vulgaris",B01,Eukaryota
15954,2346,32415097,D003412,Cricetulus,B01,Eukaryota
15955,2346,32415097,D016678,Genome,G05,"Genetic Phenomena"
15956,2346,32415097,D009584,Nitrogen,D01,"Inorganic Chemicals"
15957,2346,32415097,D012441,"Saccharomyces cerevisiae",B01,Eukaryota
15958,2346,32415097,D013217,Starvation,C18,"Nutritional and Metabolic Diseases"
15959,2346,32415097,D025062,Yarrowia,B01,Eukaryota
15960,2347,32284338,D000328,Adult,M01,Persons
15961,2347,32284338,D000513,"Alpha Rhythm",E01,Diagnosis
15962,2347,32284338,D000513,"Alpha Rhythm",G07,"Physiological Phenomena"
15963,2347,32284338,D000513,"Alpha Rhythm",G11,"Musculoskeletal and Neural Physiological Phenomena"
15964,2347,32284338,D059031,"Anticipation, Psychological",F02,"Psychological Phenomena"
15965,2347,32284338,D001245,"Association Learning",F02,"Psychological Phenomena"
15966,2347,32284338,D003463,Cues,F02,"Psychological Phenomena"
15967,2347,32284338,D004569,Electroencephalography,E01,Diagnosis
15968,2347,32284338,D055724,"Electrophysiological Phenomena",G07,"Physiological Phenomena"
15969,2347,32284338,D006801,Humans,B01,Eukaryota
15970,2347,32284338,D008568,Memory,F02,"Psychological Phenomena"
15971,2347,32284338,D011597,"Psychomotor Performance",F02,"Psychological Phenomena"
15972,2347,32284338,D011597,"Psychomotor Performance",G11,"Musculoskeletal and Neural Physiological Phenomena"
15973,2347,32284338,D013028,"Space Perception",F02,"Psychological Phenomena"
15974,2347,32284338,D014796,"Visual Perception",F02,"Psychological Phenomena"
15975,2347,32284338,D055815,"Young Adult",M01,Persons
15976,2348,32396199,D015415,Biomarkers,D23,"Biological Factors"
15977,2348,32396199,D002465,"Cell Movement",G04,"Cell Physiological Phenomena"
15978,2348,32396199,D002465,"Cell Movement",G07,"Physiological Phenomena"
15979,2348,32396199,D019295,"Computational Biology",H01,"Natural Science Disciplines"
15980,2348,32396199,D019295,"Computational Biology",L01,"Information Science"
15981,2348,32396199,D000078332,"Data Analysis",H01,"Natural Science Disciplines"
15982,2348,32396199,D016208,"Databases, Factual",L01,"Information Science"
15983,2348,32396199,D000071253,Metadata,L01,"Information Science"
15984,2348,32396199,D012106,Research,H01,"Natural Science Disciplines"
15985,2350,32392097,D003952,"Diagnostic Imaging",E01,Diagnosis
15986,2350,32392097,D005909,Glioblastoma,C04,Neoplasms
15987,2350,32392097,D006801,Humans,B01,Eukaryota
15988,2350,32392097,D008490,"Medical Informatics",L01,"Information Science"
15989,2350,32392097,D054547,"National Cancer Institute (U.S.)",I01,"Social Sciences"
15990,2350,32392097,D054547,"National Cancer Institute (U.S.)",N03,"Health Care Economics and Organizations"
15991,2350,32392097,D011471,"Prostatic Neoplasms",C04,Neoplasms
15992,2350,32392097,D011471,"Prostatic Neoplasms",C12,"Urogenital Diseases"
15993,2350,32392097,D014481,"United States",Z01,"Geographic Locations"
15994,2352,32391909,D000465,Algorithms,G17,"Mathematical Concepts"
15995,2352,32391909,D000465,Algorithms,L01,"Information Science"
15996,2352,32391909,D000900,"Anti-Bacterial Agents",D27,"Chemical Actions and Uses"
15997,2352,32391909,D000890,"Anti-Infective Agents",D27,"Chemical Actions and Uses"
15998,2352,32391909,D019295,"Computational Biology",H01,"Natural Science Disciplines"
15999,2352,32391909,D019295,"Computational Biology",L01,"Information Science"
16000,2352,32391909,D058893,"DNA Barcoding, Taxonomic",E05,"Investigative Techniques"
16001,2352,32391909,D004352,"Drug Resistance, Microbial",G06,"Microbiological Phenomena"
16002,2352,32391909,D004352,"Drug Resistance, Microbial",G07,"Physiological Phenomena"
16003,2352,32391909,D005798,"Genes, Bacterial",G05,"Genetic Phenomena"
16004,2352,32391909,D006801,Humans,B01,Eukaryota
16005,2352,32391909,D054892,Metagenome,G05,"Genetic Phenomena"
16006,2352,32391909,D056186,Metagenomics,H01,"Natural Science Disciplines"
16007,2352,32391909,D009792,"Oceans and Seas",G01,"Physical Phenomena"
16008,2352,32391909,D009792,"Oceans and Seas",G16,"Biological Phenomena"
16009,2352,32391909,D009792,"Oceans and Seas",Z01,"Geographic Locations"
16010,2352,32391909,D010957,Plasmids,G05,"Genetic Phenomena"
16011,2352,32391909,D014871,"Water Microbiology",H01,"Natural Science Disciplines"
16012,2352,32391909,D014871,"Water Microbiology",N06,"Environment and Public Health"
16013,2353,32391910,D000077558,"Big Data",L01,"Information Science"
16014,2353,32391910,D016208,"Databases, Factual",L01,"Information Science"
16015,2353,32391910,D004463,Ecology,H01,"Natural Science Disciplines"
16016,2353,32391910,D005843,Geography,H01,"Natural Science Disciplines"
16017,2353,32391910,D008962,"Models, Theoretical",E05,"Investigative Techniques"
16018,2353,32391910,D012984,Software,L01,"Information Science"
16019,2354,32383980,D015415,Biomarkers,D23,"Biological Factors"
16020,2354,32383980,D005909,Glioblastoma,C04,Neoplasms
16021,2354,32383980,D006801,Humans,B01,Eukaryota
16022,2354,32383980,D000085843,"Imaging Genomics",H01,"Natural Science Disciplines"
16023,2354,32383980,D000085843,"Imaging Genomics",H02,"Health Occupations"
16024,2354,32383980,D011859,Radiography,E01,Diagnosis
16025,2354,32383980,D012984,Software,L01,"Information Science"
16026,2356,32384093,D014408,"Biomarkers, Tumor",D23,"Biological Factors"
16027,2356,32384093,D019175,"DNA Methylation",G02,"Chemical Phenomena"
16028,2356,32384093,D019175,"DNA Methylation",G03,Metabolism
16029,2356,32384093,D019175,"DNA Methylation",G03,"[OBSOLETE] Metabolic Phenomena"
16030,2356,32384093,D019175,"DNA Methylation",G05,"Genetic Phenomena"
16031,2356,32384093,D030541,"Databases, Genetic",L01,"Information Science"
16032,2356,32384093,D066264,"Datasets as Topic",E05,"Investigative Techniques"
16033,2356,32384093,D066264,"Datasets as Topic",L01,"Information Science"
16034,2356,32384093,D066264,"Datasets as Topic",N05,"Health Care Quality, Access, and Evaluation"
16035,2356,32384093,D066264,"Datasets as Topic",N06,"Environment and Public Health"
16036,2356,32384093,D000077321,"Deep Learning",G17,"Mathematical Concepts"
16037,2356,32384093,D000077321,"Deep Learning",L01,"Information Science"
16038,2356,32384093,D006801,Humans,B01,Eukaryota
16039,2357,32386544,D000818,Animals,B01,Eukaryota
16040,2357,32386544,D001271,"Atlases as Topic",L01,"Information Science"
16041,2357,32386544,D001921,Brain,A08,"Nervous System"
16042,2357,32386544,D001931,"Brain Mapping",E01,Diagnosis
16043,2357,32386544,D001931,"Brain Mapping",E05,"Investigative Techniques"
16044,2357,32386544,D007091,"Image Processing, Computer-Assisted",L01,"Information Science"
16045,2357,32386544,D021621,"Imaging, Three-Dimensional",E01,Diagnosis
16046,2357,32386544,D021621,"Imaging, Three-Dimensional",L01,"Information Science"
16047,2357,32386544,D051379,Mice,B01,Eukaryota
16048,2357,32386544,D008810,"Mice, Inbred C57BL",B01,Eukaryota
16049,2358,32379846,D001499,"Bayes Theorem",E05,"Investigative Techniques"
16050,2358,32379846,D001499,"Bayes Theorem",N05,"Health Care Quality, Access, and Evaluation"
16051,2358,32379846,D001499,"Bayes Theorem",N06,"Environment and Public Health"
16052,2358,32379846,D001692,"Biological Transport",G03,Metabolism
16053,2358,32379846,D001692,"Biological Transport",G03,"[OBSOLETE] Metabolic Phenomena"
16054,2358,32379846,D003198,"Computer Simulation",L01,"Information Science"
16055,2358,32379846,D004058,Diffusion,G01,"Physical Phenomena"
16056,2358,32379846,D004058,Diffusion,G02,"Chemical Phenomena"
16057,2358,32379846,D007700,Kinetics,G01,"Physical Phenomena"
16058,2358,32379846,D007700,Kinetics,G02,"Chemical Phenomena"
16059,2358,32379846,D008954,"Models, Biological",E05,"Investigative Techniques"
16060,2358,32379846,D012984,Software,L01,"Information Science"
16061,2358,32379846,D013269,"Stochastic Processes",E05,"Investigative Techniques"
